--- Network 1 ---
Nodes in the network:
Node: 0
Node: 1
Node: 2
Node: 3
Node: 4
Node: 6
Node: 7
Node: 8
Node: 9
Node: 10
Node: 12
Node: 13
Node: 14
Node: 16
Node: 17
Node: 19
Node: 20
Node: 21
Node: 22
Node: 24
Node: 25
Node: 26
Node: 27
Node: 28
Node: 29
Node: 30
Node: 32
Node: 33
Node: 34
Node: 35
Node: 37
Node: 38
Node: 39
Node: 40
Node: 41
Node: 44
Node: 46
Node: 48
Node: 50
Node: 51
Node: 53
Node: 55
Node: 56
Node: 57
Node: 58
Node: 60
Node: 62
Node: 65
Node: 67
Node: 68
Node: 69
Node: 71
Node: 72
Node: 73
Node: 74
Node: 76
Node: 78
Node: 79
Node: 80
Node: 81
Node: 82
Node: 84
Node: 85
Node: 87
Node: 88
Node: 89
Node: 91
Node: 92
Node: 93
Node: 94
Node: 95
Node: 97
Node: 98
Node: 99
Node: 5
Node: 11
Node: 15
Node: 18
Node: 23
Node: 31
Node: 36
Node: 42
Node: 43
Node: 45
Node: 47
Node: 49
Node: 52
Node: 54
Node: 59
Node: 61
Node: 63
Node: 64
Node: 66
Node: 70
Node: 75
Node: 77
Node: 83
Node: 86
Node: 90
Node: 96
Edges in the network:
Edge: 0 -> 1
Edge: 0 -> 2
Edge: 0 -> 3
Edge: 0 -> 4
Edge: 0 -> 10
Edge: 0 -> 5
Edge: 0 -> 7
Edge: 0 -> 14
Edge: 0 -> 31
Edge: 0 -> 34
Edge: 0 -> 8
Edge: 0 -> 6
Edge: 0 -> 9
Edge: 0 -> 17
Edge: 0 -> 11
Edge: 0 -> 66
Edge: 1 -> 0
Edge: 1 -> 2
Edge: 1 -> 3
Edge: 1 -> 13
Edge: 1 -> 5
Edge: 1 -> 4
Edge: 1 -> 8
Edge: 1 -> 6
Edge: 1 -> 17
Edge: 2 -> 1
Edge: 2 -> 3
Edge: 2 -> 0
Edge: 2 -> 6
Edge: 2 -> 4
Edge: 2 -> 5
Edge: 2 -> 8
Edge: 3 -> 2
Edge: 3 -> 4
Edge: 3 -> 5
Edge: 3 -> 1
Edge: 3 -> 0
Edge: 3 -> 10
Edge: 3 -> 11
Edge: 3 -> 6
Edge: 3 -> 20
Edge: 3 -> 8
Edge: 3 -> 12
Edge: 3 -> 7
Edge: 4 -> 3
Edge: 4 -> 6
Edge: 4 -> 5
Edge: 4 -> 0
Edge: 4 -> 7
Edge: 4 -> 2
Edge: 4 -> 1
Edge: 4 -> 8
Edge: 4 -> 21
Edge: 4 -> 10
Edge: 4 -> 9
Edge: 4 -> 24
Edge: 6 -> 4
Edge: 6 -> 7
Edge: 6 -> 5
Edge: 6 -> 2
Edge: 6 -> 21
Edge: 6 -> 8
Edge: 6 -> 3
Edge: 6 -> 9
Edge: 6 -> 12
Edge: 6 -> 1
Edge: 6 -> 0
Edge: 6 -> 10
Edge: 6 -> 13
Edge: 6 -> 18
Edge: 6 -> 11
Edge: 7 -> 6
Edge: 7 -> 8
Edge: 7 -> 5
Edge: 7 -> 4
Edge: 7 -> 11
Edge: 7 -> 12
Edge: 7 -> 0
Edge: 7 -> 10
Edge: 7 -> 9
Edge: 7 -> 13
Edge: 7 -> 17
Edge: 7 -> 3
Edge: 8 -> 7
Edge: 8 -> 9
Edge: 8 -> 6
Edge: 8 -> 10
Edge: 8 -> 11
Edge: 8 -> 4
Edge: 8 -> 5
Edge: 8 -> 1
Edge: 8 -> 12
Edge: 8 -> 3
Edge: 8 -> 15
Edge: 8 -> 0
Edge: 8 -> 2
Edge: 9 -> 8
Edge: 9 -> 10
Edge: 9 -> 12
Edge: 9 -> 14
Edge: 9 -> 11
Edge: 9 -> 5
Edge: 9 -> 6
Edge: 9 -> 7
Edge: 9 -> 24
Edge: 9 -> 13
Edge: 9 -> 26
Edge: 9 -> 0
Edge: 9 -> 18
Edge: 9 -> 15
Edge: 9 -> 4
Edge: 9 -> 16
Edge: 10 -> 9
Edge: 10 -> 12
Edge: 10 -> 11
Edge: 10 -> 0
Edge: 10 -> 16
Edge: 10 -> 3
Edge: 10 -> 7
Edge: 10 -> 17
Edge: 10 -> 8
Edge: 10 -> 13
Edge: 10 -> 14
Edge: 10 -> 6
Edge: 10 -> 4
Edge: 10 -> 15
Edge: 12 -> 10
Edge: 12 -> 13
Edge: 12 -> 11
Edge: 12 -> 9
Edge: 12 -> 14
Edge: 12 -> 7
Edge: 12 -> 16
Edge: 12 -> 21
Edge: 12 -> 6
Edge: 12 -> 8
Edge: 12 -> 15
Edge: 12 -> 19
Edge: 12 -> 3
Edge: 12 -> 18
Edge: 13 -> 12
Edge: 13 -> 14
Edge: 13 -> 1
Edge: 13 -> 15
Edge: 13 -> 11
Edge: 13 -> 21
Edge: 13 -> 10
Edge: 13 -> 16
Edge: 13 -> 7
Edge: 13 -> 9
Edge: 13 -> 6
Edge: 13 -> 19
Edge: 13 -> 17
Edge: 13 -> 18
Edge: 14 -> 13
Edge: 14 -> 16
Edge: 14 -> 15
Edge: 14 -> 12
Edge: 14 -> 9
Edge: 14 -> 22
Edge: 14 -> 0
Edge: 14 -> 24
Edge: 14 -> 17
Edge: 14 -> 5
Edge: 14 -> 18
Edge: 14 -> 52
Edge: 14 -> 11
Edge: 14 -> 10
Edge: 14 -> 30
Edge: 16 -> 14
Edge: 16 -> 17
Edge: 16 -> 15
Edge: 16 -> 18
Edge: 16 -> 10
Edge: 16 -> 19
Edge: 16 -> 12
Edge: 16 -> 22
Edge: 16 -> 11
Edge: 16 -> 24
Edge: 16 -> 13
Edge: 16 -> 20
Edge: 16 -> 9
Edge: 16 -> 23
Edge: 17 -> 16
Edge: 17 -> 19
Edge: 17 -> 18
Edge: 17 -> 10
Edge: 17 -> 24
Edge: 17 -> 20
Edge: 17 -> 14
Edge: 17 -> 15
Edge: 17 -> 7
Edge: 17 -> 31
Edge: 17 -> 1
Edge: 17 -> 21
Edge: 17 -> 0
Edge: 17 -> 13
Edge: 17 -> 11
Edge: 19 -> 17
Edge: 19 -> 20
Edge: 19 -> 18
Edge: 19 -> 22
Edge: 19 -> 32
Edge: 19 -> 16
Edge: 19 -> 21
Edge: 19 -> 23
Edge: 19 -> 26
Edge: 19 -> 12
Edge: 19 -> 24
Edge: 19 -> 15
Edge: 19 -> 25
Edge: 19 -> 13
Edge: 20 -> 19
Edge: 20 -> 21
Edge: 20 -> 15
Edge: 20 -> 26
Edge: 20 -> 17
Edge: 20 -> 29
Edge: 20 -> 18
Edge: 20 -> 23
Edge: 20 -> 22
Edge: 20 -> 3
Edge: 20 -> 24
Edge: 20 -> 16
Edge: 20 -> 25
Edge: 21 -> 20
Edge: 21 -> 22
Edge: 21 -> 24
Edge: 21 -> 18
Edge: 21 -> 6
Edge: 21 -> 19
Edge: 21 -> 23
Edge: 21 -> 13
Edge: 21 -> 26
Edge: 21 -> 12
Edge: 21 -> 25
